name,role,level,Health,AttackSpeed,HP5,MP5,Mana,PhysicalProtection,PhysicalPower,MagicProtection,MagicalPower
Achilles,Warrior,18,14282.0,2.7860000000000014,123.75,64.37,5560.0,513.4,344.0,276.8,0.0
Achilles,Warrior,19,15884.0,3.0020000000000016,137.25,71.39,6190.0,571.0,380.0,305.6,0.0
Achilles,Warrior,20,17575.0,3.2300000000000018,151.5,78.8,6855.0,631.8,418.0,336.0,0.0
Agni,Mage,1,504.0,1.0,7.0,4.7,255.0,15.4,0.0,30.0,170.0
Agni,Mage,2,579.0,1.012,7.47,5.07,300.0,18.2,0.0,31.6,177.5
Agni,Mage,3,729.0,1.036,8.41,5.8100000000000005,390.0,23.799999999999997,0.0,34.800000000000004,192.5
Agni,Mage,4,954.0,1.072,9.82,6.92,525.0,32.199999999999996,0.0,39.60000000000001,215.0
Agni,Mage,5,1254.0,1.12,11.7,8.4,705.0,43.39999999999999,0.0,46.00000000000001,245.0
Agni,Mage,6,1629.0,1.1800000000000002,14.049999999999999,10.25,930.0,57.39999999999999,0.0,54.00000000000001,282.5
Agni,Mage,7,2079.0,1.2520000000000002,16.869999999999997,12.469999999999999,1200.0,74.19999999999999,0.0,63.60000000000001,327.5
Agni,Mage,8,2604.0,1.3360000000000003,20.159999999999997,15.059999999999999,1515.0,93.79999999999998,0.0,74.80000000000001,380.0
Agni,Mage,9,3204.0,1.4320000000000004,23.919999999999995,18.02,1875.0,116.19999999999999,0.0,87.60000000000001,440.0
Agni,Mage,10,3879.0,1.5400000000000005,28.149999999999995,21.35,2280.0,141.39999999999998,0.0,102.00000000000001,507.5
Agni,Mage,11,4629.0,1.6600000000000006,32.849999999999994,25.05,2730.0,169.39999999999998,0.0,118.00000000000001,582.5
Agni,Mage,12,5454.0,1.7920000000000007,38.019999999999996,29.12,3225.0,200.2,0.0,135.60000000000002,665.0
Agni,Mage,13,6354.0,1.9360000000000008,43.66,33.56,3765.0,233.79999999999998,0.0,154.8,755.0
Agni,Mage,14,7329.0,2.092000000000001,49.769999999999996,38.370000000000005,4350.0,270.2,0.0,175.60000000000002,852.5
Agni,Mage,15,8379.0,2.260000000000001,56.349999999999994,43.550000000000004,4980.0,309.4,0.0,198.00000000000003,957.5
Agni,Mage,16,9504.0,2.4400000000000013,63.39999999999999,49.1,5655.0,351.4,0.0,222.00000000000003,1070.0
Agni,Mage,17,10704.0,2.6320000000000014,70.91999999999999,55.02,6375.0,396.2,0.0,247.60000000000002,1190.0
Agni,Mage,18,11979.0,2.8360000000000016,78.90999999999998,61.31,7140.0,443.79999999999995,0.0,274.8,1317.5
Agni,Mage,19,13329.0,3.052000000000002,87.36999999999998,67.97,7950.0,494.19999999999993,0.0,303.6,1452.5
Agni,Mage,20,14754.0,3.280000000000002,96.29999999999998,75.0,8805.0,547.4,0.0,334.0,1595.0
Ah Muzen Cab,Hunter,1,630.0,0.95,7.0,4.4,230.0,16.8,33.0,30.0,0.0
Ah Muzen Cab,Hunter,2,712.0,0.966,7.71,4.78,270.0,20.0,35.5,31.6,0.0
Ah Muzen Cab,Hunter,3,876.0,0.998,9.129999999999999,5.54,350.0,26.4,40.5,34.800000000000004,0.0
Ah Muzen Cab,Hunter,4,1122.0,1.046,11.259999999999998,6.68,470.0,36.0,48.0,39.60000000000001,0.0
Ah Muzen Cab,Hunter,5,1450.0,1.11,14.099999999999998,8.2,630.0,48.8,58.0,46.00000000000001,0.0
Ah Muzen Cab,Hunter,6,1860.0,1.1900000000000002,17.65,10.1,830.0,64.8,70.5,54.00000000000001,0.0
Ah Muzen Cab,Hunter,7,2352.0,1.2860000000000003,21.909999999999997,12.379999999999999,1070.0,84.0,85.5,63.60000000000001,0.0
Ah Muzen Cab,Hunter,8,2926.0,1.3980000000000004,26.879999999999995,15.04,1350.0,106.4,103.0,74.80000000000001,0.0
Ah Muzen Cab,Hunter,9,3582.0,1.5260000000000002,32.559999999999995,18.08,1670.0,132.0,123.0,87.60000000000001,0.0
Ah Muzen Cab,Hunter,10,4320.0,1.6700000000000004,38.949999999999996,21.5,2030.0,160.8,145.5,102.00000000000001,0.0
Ah Muzen Cab,Hunter,11,5140.0,1.8300000000000003,46.05,25.3,2430.0,192.8,170.5,118.00000000000001,0.0
Ah Muzen Cab,Hunter,12,6042.0,2.0060000000000002,53.86,29.48,2870.0,228.0,198.0,135.60000000000002,0.0
Ah Muzen Cab,Hunter,13,7026.0,2.1980000000000004,62.379999999999995,34.04,3350.0,266.4,228.0,154.8,0.0
Ah Muzen Cab,Hunter,14,8092.0,2.4060000000000006,71.61,38.98,3870.0,308.0,260.5,175.60000000000002,0.0
Ah Muzen Cab,Hunter,15,9240.0,2.630000000000001,81.55,44.3,4430.0,352.8,295.5,198.00000000000003,0.0
Ah Muzen Cab,Hunter,16,10470.0,2.870000000000001,92.19999999999999,50.0,5030.0,400.8,333.0,222.00000000000003,0.0
Ah Muzen Cab,Hunter,17,11782.0,3.1260000000000012,103.55999999999999,56.08,5670.0,452.0,373.0,247.60000000000002,0.0
Ah Muzen Cab,Hunter,18,13176.0,3.3980000000000015,115.63,62.54,6350.0,506.4,415.5,274.8,0.0
Ah Muzen Cab,Hunter,19,14652.0,3.6860000000000017,128.41,69.38,7070.0,564.0,460.5,303.6,0.0
Ah Muzen Cab,Hunter,20,16210.0,3.9900000000000015,141.9,76.6,7830.0,624.8,508.0,334.0,0.0
Ah Puch,Mage,1,630.0,0.86,6.0,4.9,265.0,18.2,0.0,30.0,175.0
Ah Puch,Mage,2,709.0,0.868,6.45,5.32,320.0,21.099999999999998,0.0,31.6,182.5
Ah Puch,Mage,3,867.0,0.884,7.3500000000000005,6.16,430.0,26.9,0.0,34.800000000000004,197.5
Ah Puch,Mage,4,1104.0,0.908,8.700000000000001,7.42,595.0,35.599999999999994,0.0,39.60000000000001,220.0
Ah Puch,Mage,5,1420.0,0.9400000000000001,10.500000000000002,9.1,815.0,47.199999999999996,0.0,46.00000000000001,250.0
Ah Puch,Mage,6,1815.0,0.9800000000000001,12.750000000000002,11.2,1090.0,61.699999999999996,0.0,54.00000000000001,287.5
Ah Puch,Mage,7,2289.0,1.028,15.450000000000003,13.719999999999999,1420.0,79.1,0.0,63.60000000000001,332.5
Ah Puch,Mage,8,2842.0,1.084,18.6,16.66,1805.0,99.39999999999999,0.0,74.80000000000001,385.0
Ah Puch,Mage,9,3474.0,1.1480000000000001,22.200000000000003,20.02,2245.0,122.6,0.0,87.60000000000001,445.0
Ah Puch,Mage,10,4185.0,1.2200000000000002,26.250000000000004,23.8,2740.0,148.7,0.0,102.00000000000001,512.5
Ah Puch,Mage,11,4975.0,1.3000000000000003,30.750000000000004,28.0,3290.0,177.7,0.0,118.00000000000001,587.5
Ah Puch,Mage,12,5844.0,1.3880000000000003,35.7,32.62,3895.0,209.6,0.0,135.60000000000002,670.0
Ah Puch,Mage,13,6792.0,1.4840000000000004,41.1,37.66,4555.0,244.39999999999998,0.0,154.8,760.0
Ah Puch,Mage,14,7819.0,1.5880000000000005,46.95,43.12,5270.0,282.09999999999997,0.0,175.60000000000002,857.5
Ah Puch,Mage,15,8925.0,1.7000000000000006,53.25,49.0,6040.0,322.7,0.0,198.00000000000003,962.5
Ah Puch,Mage,16,10110.0,1.8200000000000007,60.0,55.3,6865.0,366.2,0.0,222.00000000000003,1075.0
Ah Puch,Mage,17,11374.0,1.9480000000000008,67.2,62.019999999999996,7745.0,412.59999999999997,0.0,247.60000000000002,1195.0
Ah Puch,Mage,18,12717.0,2.084000000000001,74.85000000000001,69.16,8680.0,461.9,0.0,274.8,1322.5
Ah Puch,Mage,19,14139.0,2.228000000000001,82.95,76.72,9670.0,514.1,0.0,303.6,1457.5
Ah Puch,Mage,20,15640.0,2.3800000000000012,91.5,84.7,10715.0,569.2,0.0,334.0,1600.0
Amaterasu,Warrior,1,672.0,1.0,8.0,4.8,220.0,25.2,39.0,32.0,0.0
Amaterasu,Warrior,2,761.0,1.014,8.8,5.2,255.0,28.4,41.0,33.6,0.0
Amaterasu,Warrior,3,939.0,1.042,10.4,6.0,325.0,34.8,45.0,36.800000000000004,0.0
Amaterasu,Warrior,4,1206.0,1.084,12.8,7.2,430.0,44.4,51.0,41.60000000000001,0.0
Amaterasu,Warrior,5,1562.0,1.1400000000000001,16.0,8.8,570.0,57.2,59.0,48.00000000000001,0.0
Amaterasu,Warrior,6,2007.0,1.2100000000000002,20.0,10.8,745.0,73.2,69.0,56.00000000000001,0.0
Amaterasu,Warrior,7,2541.0,1.2940000000000003,24.8,13.200000000000001,955.0,92.4,81.0,65.60000000000001,0.0
Amaterasu,Warrior,8,3164.0,1.3920000000000003,30.400000000000002,16.0,1200.0,114.80000000000001,95.0,76.80000000000001,0.0
Amaterasu,Warrior,9,3876.0,1.5040000000000004,36.800000000000004,19.2,1480.0,140.4,111.0,89.60000000000001,0.0
Amaterasu,Warrior,10,4677.0,1.6300000000000003,44.00000000000001,22.8,1795.0,169.20000000000002,129.0,104.00000000000001,0.0
Amaterasu,Warrior,11,5567.0,1.7700000000000005,52.00000000000001,26.8,2145.0,201.20000000000002,149.0,120.00000000000001,0.0
Amaterasu,Warrior,12,6546.0,1.9240000000000004,60.80000000000001,31.200000000000003,2530.0,236.40000000000003,171.0,137.60000000000002,0.0
Amaterasu,Warrior,13,7614.0,2.0920000000000005,70.4,36.0,2950.0,274.80000000000007,195.0,156.8,0.0
Amaterasu,Warrior,14,8771.0,2.2740000000000005,80.80000000000001,41.2,3405.0,316.4000000000001,221.0,177.60000000000002,0.0
Amaterasu,Warrior,15,10017.0,2.4700000000000006,92.00000000000001,46.800000000000004,3895.0,361.2000000000001,249.0,200.00000000000003,0.0
Amaterasu,Warrior,16,11352.0,2.6800000000000006,104.00000000000001,52.800000000000004,4420.0,409.2000000000001,279.0,224.00000000000003,0.0
Amaterasu,Warrior,17,12776.0,2.904000000000001,116.80000000000001,59.2,4980.0,460.4000000000001,311.0,249.60000000000002,0.0
Amaterasu,Warrior,18,14289.0,3.142000000000001,130.4,66.0,5575.0,514.8000000000001,345.0,276.8,0.0
Amaterasu,Warrior,19,15891.0,3.394000000000001,144.8,73.2,6205.0,572.4000000000001,381.0,305.6,0.0
Amaterasu,Warrior,20,17582.0,3.660000000000001,160.0,80.8,6870.0,633.2,419.0,336.0,0.0
Anhur,Hunter,1,644.0,1.0,8.0,4.5,220.0,15.4,35.0,30.0,0.0
Anhur,Hunter,2,726.0,1.017,8.69,4.82,255.0,18.4,37.5,31.6,0.0
Anhur,Hunter,3,890.0,1.051,10.07,5.46,325.0,24.4,42.5,34.800000000000004,0.0
Anhur,Hunter,4,1136.0,1.1019999999999999,12.14,6.42,430.0,33.4,50.0,39.60000000000001,0.0
Anhur,Hunter,5,1464.0,1.17,14.9,7.7,570.0,45.4,60.0,46.00000000000001,0.0
Anhur,Hunter,6,1874.0,1.255,18.35,9.3,745.0,60.4,72.5,54.00000000000001,0.0
Anhur,Hunter,7,2366.0,1.357,22.490000000000002,11.22,955.0,78.4,87.5,63.60000000000001,0.0
Anhur,Hunter,8,2940.0,1.476,27.32,13.46,1200.0,99.4,105.0,74.80000000000001,0.0
Anhur,Hunter,9,3596.0,1.612,32.84,16.02,1480.0,123.4,125.0,87.60000000000001,0.0
Anhur,Hunter,10,4334.0,1.7650000000000001,39.050000000000004,18.9,1795.0,150.4,147.5,102.00000000000001,0.0
Anhur,Hunter,11,5154.0,1.935,45.95,22.099999999999998,2145.0,180.4,172.5,118.00000000000001,0.0
Anhur,Hunter,12,6056.0,2.122,53.540000000000006,25.619999999999997,2530.0,213.4,200.0,135.60000000000002,0.0
Anhur,Hunter,13,7040.0,2.326,61.82000000000001,29.459999999999997,2950.0,249.4,230.0,154.8,0.0
Anhur,Hunter,14,8106.0,2.547,70.79,33.62,3405.0,288.4,262.5,175.60000000000002,0.0
Anhur,Hunter,15,9254.0,2.785,80.45,38.099999999999994,3895.0,330.4,297.5,198.00000000000003,0.0
Anhur,Hunter,16,10484.0,3.04,90.8,42.89999999999999,4420.0,375.4,335.0,222.00000000000003,0.0
Anhur,Hunter,17,11796.0,3.3120000000000003,101.84,48.01999999999999,4980.0,423.4,375.0,247.60000000000002,0.0
Anhur,Hunter,18,13190.0,3.6010000000000004,113.57000000000001,53.45999999999999,5575.0,474.4,417.5,274.8,0.0
Anhur,Hunter,19,14666.0,3.9070000000000005,125.99000000000001,59.219999999999985,6205.0,528.4,462.5,303.6,0.0
Anhur,Hunter,20,16224.0,4.23,139.10000000000002,65.29999999999998,6870.0,585.4,510.0,334.0,0.0
Anubis,Mage,1,532.0,0.86,7.0,4.8,280.0,14.0,0.0,30.0,175.0
Anubis,Mage,2,606.0,0.869,7.45,5.16,338.0,16.7,0.0,31.6,182.5
Anubis,Mage,3,754.0,0.887,8.35,5.88,454.0,22.1,0.0,34.800000000000004,197.5
Anubis,Mage,4,976.0,0.914,9.7,6.96,628.0,30.200000000000003,0.0,39.60000000000001,220.0
Anubis,Mage,5,1272.0,0.9500000000000001,11.5,8.4,860.0,41.0,0.0,46.00000000000001,250.0
Anubis,Mage,6,1642.0,0.9950000000000001,13.75,10.2,1150.0,54.5,0.0,54.00000000000001,287.5
Anubis,Mage,7,2086.0,1.0490000000000002,16.45,12.36,1498.0,70.7,0.0,63.60000000000001,332.5
Anubis,Mage,8,2604.0,1.112,19.599999999999998,14.879999999999999,1904.0,89.60000000000001,0.0,74.80000000000001,385.0
Anubis,Mage,9,3196.0,1.1840000000000002,23.2,17.759999999999998,2368.0,111.20000000000002,0.0,87.60000000000001,445.0
Anubis,Mage,10,3862.0,1.2650000000000001,27.25,20.999999999999996,2890.0,135.50000000000003,0.0,102.00000000000001,512.5
Anubis,Mage,11,4602.0,1.3550000000000002,31.75,24.599999999999994,3470.0,162.50000000000003,0.0,118.00000000000001,587.5
Anubis,Mage,12,5416.0,1.4540000000000002,36.7,28.559999999999995,4108.0,192.20000000000005,0.0,135.60000000000002,670.0
Anubis,Mage,13,6304.0,1.5620000000000003,42.1,32.879999999999995,4804.0,224.60000000000005,0.0,154.8,760.0
Anubis,Mage,14,7266.0,1.6790000000000003,47.95,37.559999999999995,5558.0,259.70000000000005,0.0,175.60000000000002,857.5
Anubis,Mage,15,8302.0,1.8050000000000002,54.25,42.599999999999994,6370.0,297.50000000000006,0.0,198.00000000000003,962.5
Anubis,Mage,16,9412.0,1.9400000000000002,61.0,47.99999999999999,7240.0,338.00000000000006,0.0,222.00000000000003,1075.0
Anubis,Mage,17,10596.0,2.084,68.2,53.75999999999999,8168.0,381.20000000000005,0.0,247.60000000000002,1195.0
Anubis,Mage,18,11854.0,2.237,75.85000000000001,59.87999999999999,9154.0,427.1,0.0,274.8,1322.5
Anubis,Mage,19,13186.0,2.399,83.95,66.35999999999999,10198.0,475.70000000000005,0.0,303.6,1457.5
Anubis,Mage,20,14592.0,2.57,92.5,73.19999999999999,11300.0,527.0,0.0,334.0,1600.0
Ao Kuang,Mage,1,560.0,1.0,10.0,4.8,240.0,16.8,0.0,30.0,175.0
Ao Kuang,Mage,2,646.0,1.02,10.7,5.21,278.0,20.0,0.0,31.6,187.0
Ao Kuang,Mage,3,818.0,1.06,12.1,6.03,354.0,26.4,0.0,34.800000000000004,211.0
Ao Kuang,Mage,4,1076.0,1.12,14.2,7.26,468.0,36.0,0.0,39.60000000000001,247.0
Ao Kuang,Mage,5,1420.0,1.2000000000000002,17.0,8.9,620.0,48.8,0.0,46.00000000000001,295.0
Ao Kuang,Mage,6,1850.0,1.3000000000000003,20.5,10.95,810.0,64.8,0.0,54.00000000000001,355.0
Ao Kuang,Mage,7,2366.0,1.4200000000000004,24.7,13.41,1038.0,84.0,0.0,63.60000000000001,427.0
Ao Kuang,Mage,8,2968.0,1.5600000000000005,29.599999999999998,16.28,1304.0,106.4,0.0,74.80000000000001,511.0
Ao Kuang,Mage,9,3656.0,1.7200000000000004,35.199999999999996,19.560000000000002,1608.0,132.0,0.0,87.60000000000001,607.0
Ao Kuang,Mage,10,4430.0,1.9000000000000004,41.49999999999999,23.250000000000004,1950.0,160.8,0.0,102.00000000000001,715.0
Ao Kuang,Mage,11,5290.0,2.1000000000000005,48.49999999999999,27.35,2330.0,192.8,0.0,118.00000000000001,835.0
Ao Kuang,Mage,12,6236.0,2.3200000000000007,56.19999999999999,31.86,2748.0,228.0,0.0,135.60000000000002,967.0
Ao Kuang,Mage,13,7268.0,2.5600000000000005,64.6,36.78,3204.0,266.4,0.0,154.8,1111.0
Ao Kuang,Mage,14,8386.0,2.8200000000000003,73.69999999999999,42.11,3698.0,308.0,0.0,175.60000000000002,1267.0
Ao Kuang,Mage,15,9590.0,3.1000000000000005,83.49999999999999,47.85,4230.0,352.8,0.0,198.00000000000003,1435.0
Ao Kuang,Mage,16,10880.0,3.4000000000000004,93.99999999999999,54.0,4800.0,400.8,0.0,222.00000000000003,1615.0
Ao Kuang,Mage,17,12256.0,3.72,105.19999999999999,60.56,5408.0,452.0,0.0,247.60000000000002,1807.0
Ao Kuang,Mage,18,13718.0,4.0600000000000005,117.1,67.53,6054.0,506.4,0.0,274.8,2011.0
Ao Kuang,Mage,19,15266.0,4.420000000000001,129.7,74.91,6738.0,564.0,0.0,303.6,2227.0
Ao Kuang,Mage,20,16900.0,4.800000000000001,143.0,82.69999999999999,7460.0,624.8,0.0,334.0,2455.0
Aphrodite,Mage,1,532.0,0.87,6.0,4.8,240.0,12.6,0.0,30.0,160.0
Aphrodite,Mage,2,603.0,0.878,6.45,5.21,283.0,15.5,0.0,31.6,167.25
Aphrodite,Mage,3,745.0,0.894,7.3500000000000005,6.03,369.0,21.3,0.0,34.800000000000004,181.75
Aphrodite,Mage,4,958.0,0.918,8.700000000000001,7.26,498.0,30.0,0.0,39.60000000000001,203.5
Aphrodite,Mage,5,1242.0,0.9500000000000001,10.500000000000002,8.9,670.0,41.6,0.0,46.00000000000001,232.5
Aphrodite,Mage,6,1597.0,0.9900000000000001,12.750000000000002,10.95,885.0,56.1,0.0,54.00000000000001,268.75
Aphrodite,Mage,7,2023.0,1.038,15.450000000000003,13.41,1143.0,73.5,0.0,63.60000000000001,312.25
Aphrodite,Mage,8,2520.0,1.094,18.6,16.28,1444.0,93.8,0.0,74.80000000000001,363.0
Aphrodite,Mage,9,3088.0,1.1580000000000001,22.200000000000003,19.560000000000002,1788.0,117.0,0.0,87.60000000000001,421.0
Aphrodite,Mage,10,3727.0,1.2300000000000002,26.250000000000004,23.250000000000004,2175.0,143.1,0.0,102.00000000000001,486.25
Aphrodite,Mage,11,4437.0,1.3100000000000003,30.750000000000004,27.35,2605.0,172.1,0.0,118.00000000000001,558.75
Aphrodite,Mage,12,5218.0,1.3980000000000004,35.7,31.86,3078.0,204.0,0.0,135.60000000000002,638.5
Aphrodite,Mage,13,6070.0,1.4940000000000004,41.1,36.78,3594.0,238.8,0.0,154.8,725.5
Aphrodite,Mage,14,6993.0,1.5980000000000005,46.95,42.11,4153.0,276.5,0.0,175.60000000000002,819.75
Aphrodite,Mage,15,7987.0,1.7100000000000006,53.25,47.85,4755.0,317.1,0.0,198.00000000000003,921.25
Aphrodite,Mage,16,9052.0,1.8300000000000005,60.0,54.0,5400.0,360.6,0.0,222.00000000000003,1030.0
Aphrodite,Mage,17,10188.0,1.9580000000000006,67.2,60.56,6088.0,407.0,0.0,247.60000000000002,1146.0
Aphrodite,Mage,18,11395.0,2.0940000000000007,74.85000000000001,67.53,6819.0,456.3,0.0,274.8,1269.25
Aphrodite,Mage,19,12673.0,2.238000000000001,82.95,74.91,7593.0,508.5,0.0,303.6,1399.75
Aphrodite,Mage,20,14022.0,2.390000000000001,91.5,82.69999999999999,8410.0,563.6,0.0,334.0,1537.5
Apollo,Hunter,1,630.0,0.95,8.0,4.6,225.0,16.8,35.0,30.0,0.0
Apollo,Hunter,2,711.0,0.966,8.69,5.0,265.0,19.7,37.6,31.6,0.0
Apollo,Hunter,3,873.0,0.998,10.07,5.8,345.0,25.5,42.800000000000004,34.800000000000004,0.0
Apollo,Hunter,4,1116.0,1.046,12.14,7.0,465.0,34.2,50.60000000000001,39.60000000000001,0.0
Apollo,Hunter,5,1440.0,1.11,14.9,8.6,625.0,45.800000000000004,61.00000000000001,46.00000000000001,0.0
Apollo,Hunter,6,1845.0,1.1900000000000002,18.35,10.6,825.0,60.300000000000004,74.0,54.00000000000001,0.0
Apollo,Hunter,7,2331.0,1.2860000000000003,22.490000000000002,13.0,1065.0,77.7,89.6,63.60000000000001,0.0
Apollo,Hunter,8,2898.0,1.3980000000000004,27.32,15.8,1345.0,98.0,107.8,74.80000000000001,0.0
Apollo,Hunter,9,3546.0,1.5260000000000002,32.84,19.0,1665.0,121.2,128.6,87.60000000000001,0.0
Apollo,Hunter,10,4275.0,1.6700000000000004,39.050000000000004,22.6,2025.0,147.3,152.0,102.00000000000001,0.0
Apollo,Hunter,11,5085.0,1.8300000000000003,45.95,26.6,2425.0,176.3,178.0,118.00000000000001,0.0
Apollo,Hunter,12,5976.0,2.0060000000000002,53.540000000000006,31.0,2865.0,208.20000000000002,206.6,135.60000000000002,0.0
Apollo,Hunter,13,6948.0,2.1980000000000004,61.82000000000001,35.8,3345.0,243.0,237.8,154.8,0.0
Apollo,Hunter,14,8001.0,2.4060000000000006,70.79,41.0,3865.0,280.7,271.6,175.60000000000002,0.0
Apollo,Hunter,15,9135.0,2.630000000000001,80.45,46.6,4425.0,321.3,308.0,198.00000000000003,0.0
Apollo,Hunter,16,10350.0,2.870000000000001,90.8,52.6,5025.0,364.8,347.0,222.00000000000003,0.0
Apollo,Hunter,17,11646.0,3.1260000000000012,101.84,59.0,5665.0,411.2,388.6,247.60000000000002,0.0
Apollo,Hunter,18,13023.0,3.3980000000000015,113.57000000000001,65.8,6345.0,460.5,432.8,274.8,0.0
Apollo,Hunter,19,14481.0,3.6860000000000017,125.99000000000001,73.0,7065.0,512.7,479.6,303.6,0.0
Apollo,Hunter,20,16020.0,3.9900000000000015,139.10000000000002,80.6,7825.0,567.8000000000001,529.0,334.0,0.0
Arachne,Assassin,1,623.0,1.0,9.0,4.8,210.0,18.2,38.0,30.0,0.0
Arachne,Assassin,2,706.0,1.02,9.67,5.26,251.0,21.4,40.2,31.6,0.0
Arachne,Assassin,3,872.0,1.06,11.01,6.18,333.0,27.799999999999997,44.6,34.800000000000004,0.0
Arachne,Assassin,4,1121.0,1.12,13.02,7.56,456.0,37.4,51.2,39.60000000000001,0.0
Arachne,Assassin,5,1453.0,1.2000000000000002,15.7,9.4,620.0,50.2,60.0,46.00000000000001,0.0
Arachne,Assassin,6,1868.0,1.3000000000000003,19.05,11.700000000000001,825.0,66.2,71.0,54.00000000000001,0.0
Arachne,Assassin,7,2366.0,1.4200000000000004,23.07,14.46,1071.0,85.4,84.2,63.60000000000001,0.0
Arachne,Assassin,8,2947.0,1.5600000000000005,27.76,17.68,1358.0,107.80000000000001,99.60000000000001,74.80000000000001,0.0
Arachne,Assassin,9,3611.0,1.7200000000000004,33.120000000000005,21.36,1686.0,133.4,117.20000000000002,87.60000000000001,0.0
Arachne,Assassin,10,4358.0,1.9000000000000004,39.150000000000006,25.5,2055.0,162.20000000000002,137.00000000000003,102.00000000000001,0.0
Arachne,Assassin,11,5188.0,2.1000000000000005,45.85000000000001,30.1,2465.0,194.20000000000002,159.00000000000003,118.00000000000001,0.0
Arachne,Assassin,12,6101.0,2.3200000000000007,53.220000000000006,35.160000000000004,2916.0,229.40000000000003,183.20000000000005,135.60000000000002,0.0
Arachne,Assassin,13,7097.0,2.5600000000000005,61.260000000000005,40.68000000000001,3408.0,267.80000000000007,209.60000000000005,154.8,0.0
Arachne,Assassin,14,8176.0,2.8200000000000003,69.97,46.66000000000001,3941.0,309.4000000000001,238.20000000000005,175.60000000000002,0.0
Arachne,Assassin,15,9338.0,3.1000000000000005,79.35,53.10000000000001,4515.0,354.2000000000001,269.00000000000006,198.00000000000003,0.0
Arachne,Assassin,16,10583.0,3.4000000000000004,89.39999999999999,60.00000000000001,5130.0,402.2000000000001,302.00000000000006,222.00000000000003,0.0
Arachne,Assassin,17,11911.0,3.72,100.11999999999999,67.36000000000001,5786.0,453.4000000000001,337.20000000000005,247.60000000000002,0.0
Arachne,Assassin,18,13322.0,4.0600000000000005,111.50999999999999,75.18,6483.0,507.80000000000007,374.6,274.8,0.0
Arachne,Assassin,19,14816.0,4.420000000000001,123.57,83.46000000000001,7221.0,565.4000000000001,414.20000000000005,303.6,0.0
Arachne,Assassin,20,16393.0,4.800000000000001,136.29999999999998,92.2,8000.0,626.2,456.00000000000006,334.0,0.0
Ares,Guardian,1,679.0,0.9,8.0,4.6,200.0,28.0,0.0,35.0,190.0
Ares,Guardian,2,774.0,0.911,8.67,5.02,237.0,31.2,0.0,36.6,197.75
Ares,Guardian,3,964.0,0.933,10.01,5.859999999999999,311.0,37.6,0.0,39.800000000000004,213.25
Ares,Guardian,4,1249.0,0.9660000000000001,12.02,7.119999999999999,422.0,47.2,0.0,44.60000000000001,236.5
Ares,Guardian,5,1629.0,1.01,14.7,8.799999999999999,570.0,60.0,0.0,51.00000000000001,267.5
Ares,Guardian,6,2104.0,1.065,18.05,10.899999999999999,755.0,76.0,0.0,59.00000000000001,306.25
Ares,Guardian,7,2674.0,1.131,22.07,13.419999999999998,977.0,95.2,0.0,68.60000000000001,352.75
Ares,Guardian,8,3339.0,1.208,26.76,16.36,1236.0,117.60000000000001,0.0,79.80000000000001,407.0
Ares,Guardian,9,4099.0,1.296,32.120000000000005,19.72,1532.0,143.20000000000002,0.0,92.60000000000001,469.0
Ares,Guardian,10,4954.0,1.395,38.150000000000006,23.5,1865.0,172.00000000000003,0.0,107.00000000000001,538.75
